trace_ghistoryBits,pcIndexBits,trainingThresholdBits,weightsBits,size,mis_prediction_rate
int_1.bz2,22,8,12,6,41216,19.654
int_2.bz2,22,8,12,6,41216,0.788
mm_1.bz2,22,8,12,6,41216,13.326
mm_2.bz2,22,8,12,6,41216,22.147
fp_1.bz2,22,8,12,8,52992,1.339
fp_2.bz2,22,8,12,8,52992,20.163
int_1.bz2,22,8,12,8,52992,19.317
int_2.bz2,22,8,12,8,52992,0.769
mm_1.bz2,22,8,12,8,52992,12.872
mm_2.bz2,22,8,12,8,52992,21.463
fp_1.bz2,22,8,14,4,29440,1.422
fp_2.bz2,22,8,14,4,29440,20.163
int_1.bz2,22,8,14,4,29440,19.828
int_2.bz2,22,8,14,4,29440,0.804
mm_1.bz2,22,8,14,4,29440,13.642
mm_2.bz2,22,8,14,4,29440,22.731
fp_1.bz2,22,8,14,6,41216,1.339
fp_2.bz2,22,8,14,6,41216,20.163
int_1.bz2,22,8,14,6,41216,19.654
int_2.bz2,22,8,14,6,41216,0.788
mm_1.bz2,22,8,14,6,41216,13.326
mm_2.bz2,22,8,14,6,41216,22.207
fp_1.bz2,22,8,14,8,52992,1.339
fp_2.bz2,22,8,14,8,52992,20.163
int_1.bz2,22,8,14,8,52992,19.319
int_2.bz2,22,8,14,8,52992,0.774
mm_1.bz2,22,8,14,8,52992,12.872
mm_2.bz2,22,8,14,8,52992,22.332
fp_1.bz2,22,8,16,4,29440,1.422
fp_2.bz2,22,8,16,4,29440,20.163
int_1.bz2,22,8,16,4,29440,19.828
int_2.bz2,22,8,16,4,29440,0.804
mm_1.bz2,22,8,16,4,29440,13.642
mm_2.bz2,22,8,16,4,29440,22.731
fp_1.bz2,22,8,16,6,41216,1.339
fp_2.bz2,22,8,16,6,41216,20.163
int_1.bz2,22,8,16,6,41216,19.654
int_2.bz2,22,8,16,6,41216,0.788
mm_1.bz2,22,8,16,6,41216,13.326
mm_2.bz2,22,8,16,6,41216,22.207
fp_1.bz2,22,8,16,8,52992,1.339
fp_2.bz2,22,8,16,8,52992,20.163
int_1.bz2,22,8,16,8,52992,19.319
int_2.bz2,22,8,16,8,52992,0.774
mm_1.bz2,22,8,16,8,52992,12.872
mm_2.bz2,22,8,16,8,52992,22.332
fp_1.bz2,24,4,4,4,2000,1.418
fp_2.bz2,24,4,4,4,2000,2.330
int_1.bz2,24,4,4,4,2000,21.896
int_2.bz2,24,4,4,4,2000,0.680
mm_1.bz2,24,4,4,4,2000,12.585
mm_2.bz2,24,4,4,4,2000,14.636
fp_1.bz2,24,4,4,6,2800,0.978
fp_2.bz2,24,4,4,6,2800,1.024
int_1.bz2,24,4,4,6,2800,20.522
int_2.bz2,24,4,4,6,2800,0.543
mm_1.bz2,24,4,4,6,2800,8.829
mm_2.bz2,24,4,4,6,2800,13.966
fp_1.bz2,24,4,4,8,3600,0.978
fp_2.bz2,24,4,4,8,3600,1.005
int_1.bz2,24,4,4,8,3600,20.518
int_2.bz2,24,4,4,8,3600,0.542
mm_1.bz2,24,4,4,8,3600,8.331
mm_2.bz2,24,4,4,8,3600,13.966
fp_1.bz2,24,4,4,10,4400,0.978
fp_2.bz2,24,4,4,10,4400,1.005
int_1.bz2,24,4,4,10,4400,20.518
int_2.bz2,24,4,4,10,4400,0.542
mm_1.bz2,24,4,4,10,4400,8.331
mm_2.bz2,24,4,4,10,4400,13.966
fp_1.bz2,24,4,4,12,5200,0.978
fp_2.bz2,24,4,4,12,5200,1.005
int_1.bz2,24,4,4,12,5200,20.518
int_2.bz2,24,4,4,12,5200,0.542
mm_1.bz2,24,4,4,12,5200,8.331
mm_2.bz2,24,4,4,12,5200,13.966
fp_1.bz2,24,4,6,4,2000,2.242
fp_2.bz2,24,4,6,4,2000,10.343
int_1.bz2,24,4,6,4,2000,25.218
int_2.bz2,24,4,6,4,2000,1.110
mm_1.bz2,24,4,6,4,2000,19.074
mm_2.bz2,24,4,6,4,2000,18.502
fp_1.bz2,24,4,6,6,2800,1.245
fp_2.bz2,24,4,6,6,2800,2.479
int_1.bz2,24,4,6,6,2800,20.270
int_2.bz2,24,4,6,6,2800,0.673
mm_1.bz2,24,4,6,6,2800,11.235
mm_2.bz2,24,4,6,6,2800,15.518
fp_1.bz2,24,4,6,8,3600,1.004
fp_2.bz2,24,4,6,8,3600,1.067
int_1.bz2,24,4,6,8,3600,19.466
int_2.bz2,24,4,6,8,3600,0.624
mm_1.bz2,24,4,6,8,3600,8.584
mm_2.bz2,24,4,6,8,3600,15.477
fp_1.bz2,24,4,6,10,4400,1.004
fp_2.bz2,24,4,6,10,4400,1.067
int_1.bz2,24,4,6,10,4400,19.466
int_2.bz2,24,4,6,10,4400,0.624
mm_1.bz2,24,4,6,10,4400,8.475
mm_2.bz2,24,4,6,10,4400,15.477
fp_1.bz2,24,4,6,12,5200,1.004
fp_2.bz2,24,4,6,12,5200,1.067
int_1.bz2,24,4,6,12,5200,19.466
int_2.bz2,24,4,6,12,5200,0.624
mm_1.bz2,24,4,6,12,5200,8.475
mm_2.bz2,24,4,6,12,5200,15.477
fp_1.bz2,24,4,8,4,2000,2.491
fp_2.bz2,24,4,8,4,2000,31.535
int_1.bz2,24,4,8,4,2000,33.713
int_2.bz2,24,4,8,4,2000,1.654
mm_1.bz2,24,4,8,4,2000,32.476
mm_2.bz2,24,4,8,4,2000,24.578
fp_1.bz2,24,4,8,6,2800,2.195
fp_2.bz2,24,4,8,6,2800,9.585
int_1.bz2,24,4,8,6,2800,24.863
int_2.bz2,24,4,8,6,2800,1.116
mm_1.bz2,24,4,8,6,2800,18.725
mm_2.bz2,24,4,8,6,2800,20.461
fp_1.bz2,24,4,8,8,3600,1.330
fp_2.bz2,24,4,8,8,3600,2.546
int_1.bz2,24,4,8,8,3600,19.916
int_2.bz2,24,4,8,8,3600,0.826
mm_1.bz2,24,4,8,8,3600,10.716
mm_2.bz2,24,4,8,8,3600,18.715
fp_1.bz2,24,4,8,10,4400,1.134
fp_2.bz2,24,4,8,10,4400,1.345
int_1.bz2,24,4,8,10,4400,19.465
int_2.bz2,24,4,8,10,4400,0.817
mm_1.bz2,24,4,8,10,4400,9.086
mm_2.bz2,24,4,8,10,4400,18.754
fp_1.bz2,24,4,8,12,5200,1.134
fp_2.bz2,24,4,8,12,5200,1.341
int_1.bz2,24,4,8,12,5200,19.465
int_2.bz2,24,4,8,12,5200,0.817
mm_1.bz2,24,4,8,12,5200,9.082
mm_2.bz2,24,4,8,12,5200,18.754
fp_1.bz2,24,4,10,4,2000,2.546
fp_2.bz2,24,4,10,4,2000,31.851
int_1.bz2,24,4,10,4,2000,34.071
int_2.bz2,24,4,10,4,2000,1.759
mm_1.bz2,24,4,10,4,2000,32.485
mm_2.bz2,24,4,10,4,2000,30.733
fp_1.bz2,24,4,10,6,2800,2.506
fp_2.bz2,24,4,10,6,2800,31.840
int_1.bz2,24,4,10,6,2800,33.938
int_2.bz2,24,4,10,6,2800,1.671
mm_1.bz2,24,4,10,6,2800,32.248
mm_2.bz2,24,4,10,6,2800,26.778
fp_1.bz2,24,4,10,8,3600,2.296
fp_2.bz2,24,4,10,8,3600,8.257
int_1.bz2,24,4,10,8,3600,24.951
int_2.bz2,24,4,10,8,3600,1.208
mm_1.bz2,24,4,10,8,3600,18.414
mm_2.bz2,24,4,10,8,3600,23.592
fp_1.bz2,24,4,10,10,4400,1.646
fp_2.bz2,24,4,10,10,4400,2.992
int_1.bz2,24,4,10,10,4400,20.533
int_2.bz2,24,4,10,10,4400,1.061
mm_1.bz2,24,4,10,10,4400,11.308
mm_2.bz2,24,4,10,10,4400,21.813
fp_1.bz2,24,4,10,12,5200,1.627
fp_2.bz2,24,4,10,12,5200,2.185
int_1.bz2,24,4,10,12,5200,20.123
int_2.bz2,24,4,10,12,5200,1.064
mm_1.bz2,24,4,10,12,5200,10.349
mm_2.bz2,24,4,10,12,5200,21.786
fp_1.bz2,24,4,12,4,2000,2.546
fp_2.bz2,24,4,12,4,2000,31.851
int_1.bz2,24,4,12,4,2000,34.071
int_2.bz2,24,4,12,4,2000,1.782
mm_1.bz2,24,4,12,4,2000,32.485
mm_2.bz2,24,4,12,4,2000,34.297
fp_1.bz2,24,4,12,6,2800,2.546
fp_2.bz2,24,4,12,6,2800,31.846
int_1.bz2,24,4,12,6,2800,34.024
int_2.bz2,24,4,12,6,2800,1.764
mm_1.bz2,24,4,12,6,2800,32.416
mm_2.bz2,24,4,12,6,2800,33.196
fp_1.bz2,24,4,12,8,3600,2.516
fp_2.bz2,24,4,12,8,3600,31.825
int_1.bz2,24,4,12,8,3600,33.810
int_2.bz2,24,4,12,8,3600,1.709
mm_1.bz2,24,4,12,8,3600,31.965
mm_2.bz2,24,4,12,8,3600,29.396
fp_1.bz2,24,4,12,10,4400,2.436
fp_2.bz2,24,4,12,10,4400,8.523
int_1.bz2,24,4,12,10,4400,25.533
int_2.bz2,24,4,12,10,4400,1.364
mm_1.bz2,24,4,12,10,4400,18.890
mm_2.bz2,24,4,12,10,4400,26.444
fp_1.bz2,24,4,12,12,5200,2.396
fp_2.bz2,24,4,12,12,5200,4.054
int_1.bz2,24,4,12,12,5200,22.158
int_2.bz2,24,4,12,12,5200,1.304
mm_1.bz2,24,4,12,12,5200,13.215
mm_2.bz2,24,4,12,12,5200,25.007
fp_1.bz2,24,4,14,4,2000,2.546
fp_2.bz2,24,4,14,4,2000,31.851
int_1.bz2,24,4,14,4,2000,34.071
int_2.bz2,24,4,14,4,2000,1.782
mm_1.bz2,24,4,14,4,2000,32.485
mm_2.bz2,24,4,14,4,2000,34.546
fp_1.bz2,24,4,14,6,2800,2.546
fp_2.bz2,24,4,14,6,2800,31.846
int_1.bz2,24,4,14,6,2800,34.024
int_2.bz2,24,4,14,6,2800,1.764
mm_1.bz2,24,4,14,6,2800,32.416
mm_2.bz2,24,4,14,6,2800,34.380
fp_1.bz2,24,4,14,8,3600,2.546
fp_2.bz2,24,4,14,8,3600,31.825
int_1.bz2,24,4,14,8,3600,33.888
int_2.bz2,24,4,14,8,3600,1.730
mm_1.bz2,24,4,14,8,3600,32.129
mm_2.bz2,24,4,14,8,3600,34.182
fp_1.bz2,24,4,14,10,4400,2.546
fp_2.bz2,24,4,14,10,4400,31.743
int_1.bz2,24,4,14,10,4400,33.133
int_2.bz2,24,4,14,10,4400,1.731
mm_1.bz2,24,4,14,10,4400,30.937
mm_2.bz2,24,4,14,10,4400,32.134
fp_1.bz2,24,4,14,12,5200,2.546
fp_2.bz2,24,4,14,12,5200,9.767
int_1.bz2,24,4,14,12,5200,27.691
int_2.bz2,24,4,14,12,5200,1.523
mm_1.bz2,24,4,14,12,5200,19.826
mm_2.bz2,24,4,14,12,5200,30.511
fp_1.bz2,24,4,16,4,2000,2.546
fp_2.bz2,24,4,16,4,2000,31.851
int_1.bz2,24,4,16,4,2000,34.071
int_2.bz2,24,4,16,4,2000,1.782
mm_1.bz2,24,4,16,4,2000,32.485
mm_2.bz2,24,4,16,4,2000,34.546
fp_1.bz2,24,4,16,6,2800,2.546
fp_2.bz2,24,4,16,6,2800,31.846
int_1.bz2,24,4,16,6,2800,34.024
int_2.bz2,24,4,16,6,2800,1.764
mm_1.bz2,24,4,16,6,2800,32.416
mm_2.bz2,24,4,16,6,2800,34.380
fp_1.bz2,24,4,16,8,3600,2.546
fp_2.bz2,24,4,16,8,3600,31.825
int_1.bz2,24,4,16,8,3600,33.888
int_2.bz2,24,4,16,8,3600,1.730
mm_1.bz2,24,4,16,8,3600,32.129
mm_2.bz2,24,4,16,8,3600,34.182
fp_1.bz2,24,4,16,10,4400,2.546
fp_2.bz2,24,4,16,10,4400,31.743
int_1.bz2,24,4,16,10,4400,33.199
int_2.bz2,24,4,16,10,4400,1.731
mm_1.bz2,24,4,16,10,4400,31.071
mm_2.bz2,24,4,16,10,4400,34.066
fp_1.bz2,24,4,16,12,5200,2.546
fp_2.bz2,24,4,16,12,5200,31.414
int_1.bz2,24,4,16,12,5200,32.522
int_2.bz2,24,4,16,12,5200,1.759
mm_1.bz2,24,4,16,12,5200,26.991
mm_2.bz2,24,4,16,12,5200,33.721
fp_1.bz2,24,6,4,4,8000,1.133
fp_2.bz2,24,6,4,4,8000,2.069
int_1.bz2,24,6,4,4,8000,14.296
int_2.bz2,24,6,4,4,8000,0.401
mm_1.bz2,24,6,4,4,8000,5.509
mm_2.bz2,24,6,4,4,8000,10.354
fp_1.bz2,24,6,4,6,11200,0.839
fp_2.bz2,24,6,4,6,11200,0.974
int_1.bz2,24,6,4,6,11200,11.919
int_2.bz2,24,6,4,6,11200,0.367
mm_1.bz2,24,6,4,6,11200,3.032
mm_2.bz2,24,6,4,6,11200,10.046
fp_1.bz2,24,6,4,8,14400,0.839
fp_2.bz2,24,6,4,8,14400,0.974
int_1.bz2,24,6,4,8,14400,11.839
int_2.bz2,24,6,4,8,14400,0.367
mm_1.bz2,24,6,4,8,14400,2.681
mm_2.bz2,24,6,4,8,14400,10.045
fp_1.bz2,24,6,4,10,17600,0.839
fp_2.bz2,24,6,4,10,17600,0.974
int_1.bz2,24,6,4,10,17600,11.839
int_2.bz2,24,6,4,10,17600,0.367
mm_1.bz2,24,6,4,10,17600,2.679
mm_2.bz2,24,6,4,10,17600,10.045
fp_1.bz2,24,6,4,12,20800,0.839
fp_2.bz2,24,6,4,12,20800,0.974
int_1.bz2,24,6,4,12,20800,11.839
int_2.bz2,24,6,4,12,20800,0.367
mm_1.bz2,24,6,4,12,20800,2.679
mm_2.bz2,24,6,4,12,20800,10.045
fp_1.bz2,24,6,6,4,8000,1.513
fp_2.bz2,24,6,6,4,8000,5.533
int_1.bz2,24,6,6,4,8000,17.829
int_2.bz2,24,6,6,4,8000,0.658
mm_1.bz2,24,6,6,4,8000,10.445
mm_2.bz2,24,6,6,4,8000,13.939
fp_1.bz2,24,6,6,6,11200,0.968
fp_2.bz2,24,6,6,6,11200,1.521
int_1.bz2,24,6,6,6,11200,12.394
int_2.bz2,24,6,6,6,11200,0.404
mm_1.bz2,24,6,6,6,11200,4.701
mm_2.bz2,24,6,6,6,11200,11.585
fp_1.bz2,24,6,6,8,14400,0.854
fp_2.bz2,24,6,6,8,14400,0.998
int_1.bz2,24,6,6,8,14400,11.133
int_2.bz2,24,6,6,8,14400,0.386
mm_1.bz2,24,6,6,8,14400,3.000
mm_2.bz2,24,6,6,8,14400,11.454
fp_1.bz2,24,6,6,10,17600,0.854
fp_2.bz2,24,6,6,10,17600,0.998
int_1.bz2,24,6,6,10,17600,11.120
int_2.bz2,24,6,6,10,17600,0.386
mm_1.bz2,24,6,6,10,17600,2.997
mm_2.bz2,24,6,6,10,17600,11.454
fp_1.bz2,24,6,6,12,20800,0.854
fp_2.bz2,24,6,6,12,20800,0.998
int_1.bz2,24,6,6,12,20800,11.120
int_2.bz2,24,6,6,12,20800,0.386
mm_1.bz2,24,6,6,12,20800,2.997
mm_2.bz2,24,6,6,12,20800,11.454
fp_1.bz2,24,6,8,4,8000,1.862
fp_2.bz2,24,6,8,4,8000,21.642
int_1.bz2,24,6,8,4,8000,26.473
int_2.bz2,24,6,8,4,8000,1.098
mm_1.bz2,24,6,8,4,8000,23.341
mm_2.bz2,24,6,8,4,8000,20.944
fp_1.bz2,24,6,8,6,11200,1.457
fp_2.bz2,24,6,8,6,11200,4.903
int_1.bz2,24,6,8,6,11200,17.571
int_2.bz2,24,6,8,6,11200,0.681
mm_1.bz2,24,6,8,6,11200,9.599
mm_2.bz2,24,6,8,6,11200,16.297
fp_1.bz2,24,6,8,8,14400,0.966
fp_2.bz2,24,6,8,8,14400,1.451
int_1.bz2,24,6,8,8,14400,12.506
int_2.bz2,24,6,8,8,14400,0.558
mm_1.bz2,24,6,8,8,14400,4.812
mm_2.bz2,24,6,8,8,14400,13.947
fp_1.bz2,24,6,8,10,17600,0.916
fp_2.bz2,24,6,8,10,17600,1.114
int_1.bz2,24,6,8,10,17600,11.681
int_2.bz2,24,6,8,10,17600,0.555
mm_1.bz2,24,6,8,10,17600,3.521
mm_2.bz2,24,6,8,10,17600,13.842
fp_1.bz2,24,6,8,12,20800,0.916
fp_2.bz2,24,6,8,12,20800,1.114
int_1.bz2,24,6,8,12,20800,11.680
int_2.bz2,24,6,8,12,20800,0.555
mm_1.bz2,24,6,8,12,20800,3.521
mm_2.bz2,24,6,8,12,20800,13.842
fp_1.bz2,24,6,10,4,8000,1.862
fp_2.bz2,24,6,10,4,8000,21.642
int_1.bz2,24,6,10,4,8000,27.495
int_2.bz2,24,6,10,4,8000,1.180
mm_1.bz2,24,6,10,4,8000,23.351
mm_2.bz2,24,6,10,4,8000,28.559
fp_1.bz2,24,6,10,6,11200,1.863
fp_2.bz2,24,6,10,6,11200,21.642
int_1.bz2,24,6,10,6,11200,26.707
int_2.bz2,24,6,10,6,11200,1.099
mm_1.bz2,24,6,10,6,11200,22.968
mm_2.bz2,24,6,10,6,11200,23.657
fp_1.bz2,24,6,10,8,14400,1.435
fp_2.bz2,24,6,10,8,14400,4.494
int_1.bz2,24,6,10,8,14400,17.904
int_2.bz2,24,6,10,8,14400,0.792
mm_1.bz2,24,6,10,8,14400,9.856
mm_2.bz2,24,6,10,8,14400,19.246
fp_1.bz2,24,6,10,10,17600,1.099
fp_2.bz2,24,6,10,10,17600,1.775
int_1.bz2,24,6,10,10,17600,13.490
int_2.bz2,24,6,10,10,17600,0.755
mm_1.bz2,24,6,10,10,17600,5.676
mm_2.bz2,24,6,10,10,17600,17.072
fp_1.bz2,24,6,10,12,20800,1.099
fp_2.bz2,24,6,10,12,20800,1.434
int_1.bz2,24,6,10,12,20800,13.166
int_2.bz2,24,6,10,12,20800,0.755
mm_1.bz2,24,6,10,12,20800,4.968
mm_2.bz2,24,6,10,12,20800,17.053
fp_1.bz2,24,6,12,4,8000,1.862
fp_2.bz2,24,6,12,4,8000,21.642
int_1.bz2,24,6,12,4,8000,27.498
int_2.bz2,24,6,12,4,8000,1.180
mm_1.bz2,24,6,12,4,8000,23.351
mm_2.bz2,24,6,12,4,8000,31.340
fp_1.bz2,24,6,12,6,11200,1.863
fp_2.bz2,24,6,12,6,11200,21.642
int_1.bz2,24,6,12,6,11200,27.241
int_2.bz2,24,6,12,6,11200,1.174
mm_1.bz2,24,6,12,6,11200,22.968
mm_2.bz2,24,6,12,6,11200,29.918
fp_1.bz2,24,6,12,8,14400,1.783
fp_2.bz2,24,6,12,8,14400,21.642
int_1.bz2,24,6,12,8,14400,26.675
int_2.bz2,24,6,12,8,14400,1.144
mm_1.bz2,24,6,12,8,14400,21.899
mm_2.bz2,24,6,12,8,14400,27.084
fp_1.bz2,24,6,12,10,17600,1.617
fp_2.bz2,24,6,12,10,17600,4.999
int_1.bz2,24,6,12,10,17600,19.013
int_2.bz2,24,6,12,10,17600,0.960
mm_1.bz2,24,6,12,10,17600,11.334
mm_2.bz2,24,6,12,10,17600,23.385
fp_1.bz2,24,6,12,12,20800,1.536
fp_2.bz2,24,6,12,12,20800,2.591
int_1.bz2,24,6,12,12,20800,16.012
int_2.bz2,24,6,12,12,20800,0.941
mm_1.bz2,24,6,12,12,20800,8.566
mm_2.bz2,24,6,12,12,20800,22.366
fp_1.bz2,24,6,14,4,8000,1.862
fp_2.bz2,24,6,14,4,8000,21.642
int_1.bz2,24,6,14,4,8000,27.498
int_2.bz2,24,6,14,4,8000,1.180
mm_1.bz2,24,6,14,4,8000,23.351
mm_2.bz2,24,6,14,4,8000,31.541
fp_1.bz2,24,6,14,6,11200,1.863
fp_2.bz2,24,6,14,6,11200,21.642
int_1.bz2,24,6,14,6,11200,27.241
int_2.bz2,24,6,14,6,11200,1.174
mm_1.bz2,24,6,14,6,11200,22.968
mm_2.bz2,24,6,14,6,11200,30.730
fp_1.bz2,24,6,14,8,14400,1.783
fp_2.bz2,24,6,14,8,14400,21.642
int_1.bz2,24,6,14,8,14400,26.886
int_2.bz2,24,6,14,8,14400,1.169
mm_1.bz2,24,6,14,8,14400,21.899
mm_2.bz2,24,6,14,8,14400,30.385
fp_1.bz2,24,6,14,10,17600,1.783
fp_2.bz2,24,6,14,10,17600,21.280
int_1.bz2,24,6,14,10,17600,26.325
int_2.bz2,24,6,14,10,17600,1.171
mm_1.bz2,24,6,14,10,17600,20.953
mm_2.bz2,24,6,14,10,17600,29.458
fp_1.bz2,24,6,14,12,20800,1.783
fp_2.bz2,24,6,14,12,20800,6.305
int_1.bz2,24,6,14,12,20800,21.747
int_2.bz2,24,6,14,12,20800,1.113
mm_1.bz2,24,6,14,12,20800,15.106
mm_2.bz2,24,6,14,12,20800,28.233
fp_1.bz2,24,6,16,4,8000,1.862
fp_2.bz2,24,6,16,4,8000,21.642
int_1.bz2,24,6,16,4,8000,27.498
int_2.bz2,24,6,16,4,8000,1.180
mm_1.bz2,24,6,16,4,8000,23.351
mm_2.bz2,24,6,16,4,8000,31.541
fp_1.bz2,24,6,16,6,11200,1.863
fp_2.bz2,24,6,16,6,11200,21.642
int_1.bz2,24,6,16,6,11200,27.241
int_2.bz2,24,6,16,6,11200,1.174
mm_1.bz2,24,6,16,6,11200,22.968
mm_2.bz2,24,6,16,6,11200,30.730
fp_1.bz2,24,6,16,8,14400,1.783
fp_2.bz2,24,6,16,8,14400,21.642
int_1.bz2,24,6,16,8,14400,26.886
int_2.bz2,24,6,16,8,14400,1.169
mm_1.bz2,24,6,16,8,14400,21.899
mm_2.bz2,24,6,16,8,14400,30.385
fp_1.bz2,24,6,16,10,17600,1.783
fp_2.bz2,24,6,16,10,17600,21.280
int_1.bz2,24,6,16,10,17600,26.406
int_2.bz2,24,6,16,10,17600,1.171
mm_1.bz2,24,6,16,10,17600,20.953
mm_2.bz2,24,6,16,10,17600,30.872
fp_1.bz2,24,6,16,12,20800,1.783
fp_2.bz2,24,6,16,12,20800,21.272
int_1.bz2,24,6,16,12,20800,25.791
int_2.bz2,24,6,16,12,20800,1.170
mm_1.bz2,24,6,16,12,20800,20.367
mm_2.bz2,24,6,16,12,20800,30.867
fp_1.bz2,24,8,4,4,32000,0.958
fp_2.bz2,24,8,4,4,32000,2.085
int_1.bz2,24,8,4,4,32000,11.229
int_2.bz2,24,8,4,4,32000,0.348
mm_1.bz2,24,8,4,4,32000,4.119
mm_2.bz2,24,8,4,4,32000,7.579
fp_1.bz2,24,8,4,6,44800,0.826
fp_2.bz2,24,8,4,6,44800,0.970
int_1.bz2,24,8,4,6,44800,8.702
int_2.bz2,24,8,4,6,44800,0.318
mm_1.bz2,24,8,4,6,44800,2.788
mm_2.bz2,24,8,4,6,44800,7.209
fp_1.bz2,24,8,4,8,57600,0.826
fp_2.bz2,24,8,4,8,57600,0.970
int_1.bz2,24,8,4,8,57600,8.556
int_2.bz2,24,8,4,8,57600,0.318
mm_1.bz2,24,8,4,8,57600,2.547
mm_2.bz2,24,8,4,8,57600,7.207
fp_1.bz2,24,8,6,4,32000,1.261
fp_2.bz2,24,8,6,4,32000,5.356
int_1.bz2,24,8,6,4,32000,14.086
int_2.bz2,24,8,6,4,32000,0.491
mm_1.bz2,24,8,6,4,32000,6.225
mm_2.bz2,24,8,6,4,32000,10.261
fp_1.bz2,24,8,6,6,44800,0.832
fp_2.bz2,24,8,6,6,44800,1.358
int_1.bz2,24,8,6,6,44800,9.615
int_2.bz2,24,8,6,6,44800,0.352
mm_1.bz2,24,8,6,6,44800,3.758
mm_2.bz2,24,8,6,6,44800,8.111
fp_1.bz2,24,8,6,8,57600,0.832
fp_2.bz2,24,8,6,8,57600,0.989
int_1.bz2,24,8,6,8,57600,8.124
int_2.bz2,24,8,6,8,57600,0.345
mm_1.bz2,24,8,6,8,57600,2.780
mm_2.bz2,24,8,6,8,57600,7.971
fp_1.bz2,24,8,8,4,32000,1.422
fp_2.bz2,24,8,8,4,32000,20.163
int_1.bz2,24,8,8,4,32000,19.633
int_2.bz2,24,8,8,4,32000,0.763
mm_1.bz2,24,8,8,4,32000,13.745
mm_2.bz2,24,8,8,4,32000,16.708
fp_1.bz2,24,8,8,6,44800,1.091
fp_2.bz2,24,8,8,6,44800,4.709
int_1.bz2,24,8,8,6,44800,13.986
int_2.bz2,24,8,8,6,44800,0.511
mm_1.bz2,24,8,8,6,44800,6.097
mm_2.bz2,24,8,8,6,44800,11.828
fp_1.bz2,24,8,8,8,57600,0.852
fp_2.bz2,24,8,8,8,57600,1.283
int_1.bz2,24,8,8,8,57600,9.707
int_2.bz2,24,8,8,8,57600,0.446
mm_1.bz2,24,8,8,8,57600,3.842
mm_2.bz2,24,8,8,8,57600,10.010
fp_1.bz2,24,8,10,4,32000,1.422
fp_2.bz2,24,8,10,4,32000,20.163
int_1.bz2,24,8,10,4,32000,19.819
int_2.bz2,24,8,10,4,32000,0.805
mm_1.bz2,24,8,10,4,32000,13.751
mm_2.bz2,24,8,10,4,32000,22.136
fp_1.bz2,24,8,10,6,44800,1.339
fp_2.bz2,24,8,10,6,44800,20.163
int_1.bz2,24,8,10,6,44800,19.588
int_2.bz2,24,8,10,6,44800,0.771
mm_1.bz2,24,8,10,6,44800,13.426
mm_2.bz2,24,8,10,6,44800,19.344
fp_1.bz2,24,8,10,8,57600,1.119
fp_2.bz2,24,8,10,8,57600,4.531
int_1.bz2,24,8,10,8,57600,14.324
int_2.bz2,24,8,10,8,57600,0.608
mm_1.bz2,24,8,10,8,57600,6.509
mm_2.bz2,24,8,10,8,57600,14.747
fp_1.bz2,24,8,12,4,32000,1.422
fp_2.bz2,24,8,12,4,32000,20.163
int_1.bz2,24,8,12,4,32000,19.819
int_2.bz2,24,8,12,4,32000,0.805
mm_1.bz2,24,8,12,4,32000,13.751
mm_2.bz2,24,8,12,4,32000,22.649
fp_1.bz2,24,8,12,6,44800,1.339
fp_2.bz2,24,8,12,6,44800,20.163
int_1.bz2,24,8,12,6,44800,19.636
int_2.bz2,24,8,12,6,44800,0.790
mm_1.bz2,24,8,12,6,44800,13.426
mm_2.bz2,24,8,12,6,44800,22.070
fp_1.bz2,24,8,12,8,57600,1.339
fp_2.bz2,24,8,12,8,57600,20.163
int_1.bz2,24,8,12,8,57600,19.286
int_2.bz2,24,8,12,8,57600,0.772
mm_1.bz2,24,8,12,8,57600,12.911
mm_2.bz2,24,8,12,8,57600,21.377
fp_1.bz2,24,8,14,4,32000,1.422
fp_2.bz2,24,8,14,4,32000,20.163
int_1.bz2,24,8,14,4,32000,19.819
int_2.bz2,24,8,14,4,32000,0.805
mm_1.bz2,24,8,14,4,32000,13.751
mm_2.bz2,24,8,14,4,32000,22.649
fp_1.bz2,24,8,14,6,44800,1.339
fp_2.bz2,24,8,14,6,44800,20.163
int_1.bz2,24,8,14,6,44800,19.636
int_2.bz2,24,8,14,6,44800,0.790
mm_1.bz2,24,8,14,6,44800,13.426
mm_2.bz2,24,8,14,6,44800,22.146
fp_1.bz2,24,8,14,8,57600,1.339
fp_2.bz2,24,8,14,8,57600,20.163
int_1.bz2,24,8,14,8,57600,19.291
int_2.bz2,24,8,14,8,57600,0.778
mm_1.bz2,24,8,14,8,57600,12.911
mm_2.bz2,24,8,14,8,57600,22.312
fp_1.bz2,24,8,16,4,32000,1.422
fp_2.bz2,24,8,16,4,32000,20.163
int_1.bz2,24,8,16,4,32000,19.819
int_2.bz2,24,8,16,4,32000,0.805
mm_1.bz2,24,8,16,4,32000,13.751
mm_2.bz2,24,8,16,4,32000,22.649
fp_1.bz2,24,8,16,6,44800,1.339
fp_2.bz2,24,8,16,6,44800,20.163
int_1.bz2,24,8,16,6,44800,19.636
int_2.bz2,24,8,16,6,44800,0.790
mm_1.bz2,24,8,16,6,44800,13.426
mm_2.bz2,24,8,16,6,44800,22.146
fp_1.bz2,24,8,16,8,57600,1.339
fp_2.bz2,24,8,16,8,57600,20.163
int_1.bz2,24,8,16,8,57600,19.291
